origin,destination,airline,duration_min,month,day_of_week,dep_hour,delayed
RAK,ORY,RAM,174,8,5,23,1
LHR,CMN,RAM,201,1,0,12,0
RAK,LHR,RAM,201,6,6,12,1
RAK,ORY,RAM,182,10,2,9,0
CMN,FRA,RAM,191,8,1,11,1
CMN,LYS,RAM,153,8,6,9,1
CMN,NBO,RAM,406,9,3,11,0
CMN,CDG,RAM,170,11,6,11,1
CMN,IAD,RAM,456,11,2,8,0
BCN,CMN,RAM,126,7,4,20,0
CMN,IAD,RAM,423,5,6,9,1
LHR,CMN,RAM,209,6,2,20,0
CMN,RAK,RAM,48,7,4,15,1
RAK,STN,RYR,201,2,5,6,1
CDG,AGA,RAM,182,8,4,17,1
CDG,FEZ,RAM,186,7,5,7,1
RAK,BCN,RAM,147,9,2,20,1
CMN,LHR,RAM,174,5,3,17,0
ORY,RAK,RAM,174,2,0,20,1
RAK,STN,RYR,196,11,5,23,0
AGA,STN,RYR,225,2,4,5,1
CDG,RAK,RAM,197,12,4,21,1
LHR,CMN,RAM,196,7,2,11,1
CMN,JFK,RAM,464,1,6,19,1
CMN,ALG,RAM,101,3,5,8,0
RAK,FCO,RYR,204,7,0,22,1
RAK,CDG,RYR,175,1,5,10,1
CMN,TUN,RAM,116,12,0,8,0
CMN,OUD,RAM,62,10,2,10,0
STN,RAK,RYR,204,7,3,18,1
CMN,FRA,RAM,189,12,4,17,1
LHR,CMN,RAM,192,4,5,22,0
CMN,MAD,RAM,120,11,4,6,0
CMN,GVA,RAM,178,10,2,8,1
CMN,MAD,RAM,127,8,4,9,0
MAD,CMN,RAM,132,5,5,22,1
CMN,JFK,RAM,416,7,2,8,1
MAD,CMN,RAM,127,12,4,12,0
CMN,RAK,RAM,44,2,4,20,0
CMN,LHR,RAM,170,4,0,5,0
RAK,ORY,RAM,172,8,6,7,0
RAK,CDG,RAM,173,9,6,16,1
CMN,TNG,RAM,50,3,4,17,0
LHR,CMN,RAM,192,10,5,20,1
RAK,CDG,RAM,188,12,4,18,0
AGA,CMN,RAM,59,2,4,18,0
CDG,RBA,RAM,169,12,4,7,1
FEZ,MAD,IBE,130,5,4,17,0
CMN,MRS,RAM,143,5,5,7,0
MAD,CMN,RAM,116,1,4,15,0
AGA,CDG,RAM,187,7,6,17,1
FEZ,CMN,RAM,50,12,4,19,0
RAK,CDG,RYR,173,3,3,16,1
RAK,CDG,RYR,173,8,0,16,1
CMN,JFK,RAM,437,5,5,11,1
STN,AGA,RYR,236,1,0,20,0
MAD,CMN,RAM,117,12,4,13,1
CMN,IAD,RAM,431,9,0,20,1
CDG,RAK,RAM,171,9,5,20,0
RAK,BCN,RAM,133,8,1,15,1
CMN,FRA,RAM,188,3,2,11,0
LHR,CMN,RAM,203,4,5,20,0
STN,RAK,RYR,195,6,4,11,1
JFK,CMN,RAM,441,12,1,15,0
RAK,STN,RYR,215,9,2,8,0
CMN,MAD,RAM,117,6,3,15,0
RAK,MAD,RAM,123,7,3,12,1
RAK,ORY,RAM,165,12,4,7,0
CDG,CMN,RAM,168,4,3,19,1
CMN,DKR,RAM,190,5,4,20,0
CMN,MAD,RAM,123,6,2,20,1
CDG,CMN,RAM,169,11,6,15,1
CMN,OUD,RAM,64,10,5,11,1
CMN,IAD,RAM,410,8,3,8,1
FEZ,BCN,VLG,141,5,6,7,0
CMN,MRS,RAM,150,4,5,21,0
CDG,AGA,RAM,203,5,3,15,0
STN,AGA,RYR,210,12,1,13,1
RAK,STN,RYR,203,12,4,14,0
LHR,RAK,RAM,202,6,2,12,0
RAK,CDG,RAM,180,5,0,19,0
CMN,ABJ,RAM,254,11,2,2,0
FEZ,CMN,RAM,52,6,0,16,0
TNG,CDG,RAM,158,1,4,19,0
AGA,CMN,RAM,53,5,0,5,0
LHR,CMN,RAM,201,8,0,6,0
AGA,ORY,RAM,191,12,6,5,1
CMN,AGA,RAM,55,6,4,0,0
MAD,CMN,RAM,132,4,6,18,0
CMN,LHR,RAM,195,6,0,5,0
AGA,STN,RYR,201,1,6,8,0
RAK,CDG,RYR,165,11,5,23,1
TNG,MAD,RAM,111,1,5,15,0
CMN,MAD,RAM,112,1,6,6,1
CDG,FEZ,RAM,173,8,6,6,1
CMN,BCN,RAM,130,3,5,5,0
MAD,CMN,RAM,121,5,4,5,0
MAD,CMN,RAM,120,7,0,18,0
FEZ,MAD,IBE,117,10,0,7,0
AGA,CDG,RAM,196,6,2,3,1
RAK,ORY,RAM,171,12,3,18,1
CMN,TUN,RAM,108,7,6,18,1
RBA,MAD,RAM,103,12,4,17,1
RAK,CDG,RAM,180,7,4,0,1
FEZ,MAD,IBE,125,7,4,9,0
RAK,LHR,RAM,180,12,0,6,0
CMN,NBO,RAM,398,9,4,19,1
LHR,RAK,RAM,189,3,2,16,0
JFK,CMN,RAM,452,8,4,8,0
AGA,STN,RYR,213,4,2,6,0
RAK,BCN,RAM,148,5,4,17,0
CMN,BRU,RAM,181,10,4,7,0
RAK,CMN,RAM,42,9,3,9,0
CMN,LOS,RAM,348,5,0,9,1
ORY,RAK,RAM,170,1,1,16,0
RAK,CMN,RAM,47,7,4,7,1
RAK,BCN,VLG,132,4,1,0,0
LHR,CMN,RAM,204,1,1,17,1
CMN,AGA,RAM,54,2,5,17,1
RAK,BCN,VLG,150,9,3,15,0
CMN,DKR,RAM,187,6,5,0,0
CMN,MAD,RAM,112,4,0,14,0
CDG,FEZ,RAM,184,11,5,19,0
RAK,BCN,VLG,145,10,4,13,1
RAK,ORY,RAM,172,7,4,5,1
CMN,RAK,RAM,45,5,5,17,1
CDG,FEZ,RAM,193,7,6,11,1
CMN,MAD,RAM,114,9,5,16,1
CMN,YUL,RAM,441,1,1,6,0
CMN,GVA,RAM,187,8,4,17,1
AGA,STN,RYR,216,9,0,7,0
CDG,CMN,RAM,171,10,2,5,0
RAK,CDG,RYR,185,4,5,6,0
STN,AGA,RYR,242,4,6,18,0
RBA,MAD,RAM,105,4,2,18,0
CMN,DKR,RAM,180,12,2,7,1
FEZ,BRU,RAM,199,3,1,14,0
LHR,CMN,RAM,183,10,3,9,1
TNG,BCN,RYR,121,12,3,8,0
LHR,CMN,RAM,191,12,4,8,1
RAK,CDG,RAM,166,6,2,15,0
FEZ,ORY,RAM,157,10,3,5,1
CMN,MAD,RAM,117,9,2,18,1
CMN,BRU,RAM,174,11,6,0,0
AGA,ORY,RAM,177,3,1,9,0
AGA,ORY,RAM,167,10,0,12,1
RAK,FCO,RYR,184,8,5,5,1
CDG,AGA,RAM,199,7,5,14,0
ORY,RAK,RAM,177,9,5,18,1
CMN,GVA,RAM,170,5,4,20,0
CMN,ABJ,RAM,277,2,1,14,0
MAD,CMN,RAM,119,7,6,21,0
RAK,CMN,RAM,46,5,5,17,0
RAK,STN,RYR,184,4,5,16,0
RAK,CDG,RAM,174,12,0,19,0
LHR,RAK,RAM,193,4,3,18,1
CMN,AGA,RAM,53,4,2,16,0
CMN,MAD,RAM,127,5,2,18,1
RAK,STN,RYR,209,7,0,6,1
RAK,BCN,RAM,149,11,6,17,0
STN,RAK,RYR,226,3,2,18,0
CMN,CDG,RAM,170,8,0,3,0
RBA,MAD,RAM,111,6,3,19,0
FEZ,CMN,RAM,48,10,4,12,1
RAK,CDG,RYR,163,8,2,21,0
CDG,AGA,RAM,197,10,3,7,0
CMN,FEZ,RAM,51,11,3,16,1
AGA,LHR,RAM,198,12,5,8,0
CMN,MAD,RAM,126,12,2,6,0
RAK,STN,RYR,186,8,6,17,1
STN,RAK,RYR,217,8,3,5,0
CDG,RAK,RAM,185,3,3,20,0
AGA,ORY,RAM,186,2,1,14,0
FEZ,CMN,RAM,51,7,3,16,0
CMN,FEZ,RAM,49,9,5,15,1
RAK,LHR,RAM,192,4,2,19,1
LHR,CMN,RAM,188,5,1,5,0
CMN,OUD,RAM,68,9,5,21,1
TNG,MAD,RAM,98,4,4,7,1
LHR,CMN,RAM,204,7,3,5,1
CMN,FEZ,RAM,48,7,3,12,0
RBA,MAD,RAM,107,12,2,17,0
RAK,ORY,RAM,176,6,0,9,0
RAK,STN,RYR,212,4,2,5,0
RAK,CDG,RAM,188,3,2,12,0
CDG,CMN,RAM,187,5,2,8,1
CMN,DKR,RAM,200,5,2,17,0
FEZ,ORY,RAM,164,9,0,6,0
CMN,CDG,RAM,152,8,2,15,0
CMN,IAD,RAM,465,9,0,10,1
RAK,CDG,RAM,163,8,5,10,1
ORY,RAK,RAM,170,7,1,16,1
CMN,FEZ,RAM,48,12,0,4,0
CMN,ABJ,RAM,272,10,4,9,1
CMN,ABJ,RAM,268,4,6,16,0
AGA,ORY,RAM,182,6,6,18,1
RAK,LHR,RAM,186,5,4,13,0
CMN,FCO,RAM,176,9,2,23,1
RAK,LHR,RAM,191,5,1,18,1
CMN,MAD,RAM,113,8,3,22,1
MAD,CMN,RAM,116,5,0,18,0
RAK,BCN,RAM,133,3,4,19,1
CDG,RAK,RAM,170,1,6,18,1
RAK,CMN,RAM,47,12,5,16,0
CMN,ALG,RAM,97,4,4,19,0
RAK,STN,RYR,204,10,2,15,1
RAK,BCN,VLG,141,10,3,5,0
CMN,CDG,RAM,169,4,6,7,1
AGA,CDG,RAM,187,6,5,7,0
MAD,CMN,RAM,129,10,0,19,0
AGA,CMN,RAM,55,9,1,10,0
CMN,MAD,RAM,123,6,3,6,0
CDG,RAK,RAM,174,12,5,5,1
CMN,LHR,RAM,184,5,6,15,1
CMN,NDR,RAM,73,4,2,20,1
RAK,BCN,RAM,135,3,1,20,1
RAK,STN,RYR,211,9,0,9,0
CMN,LHR,RAM,178,1,0,14,0
AGA,STN,RYR,203,11,1,21,0
BCN,CMN,RAM,145,5,0,6,1
RAK,CMN,RAM,44,6,4,17,0
BCN,CMN,RAM,138,10,5,10,0
MAD,CMN,RAM,118,10,2,5,1
CDG,CMN,RAM,163,6,4,9,1
LHR,RAK,RAM,204,7,6,13,1
RAK,CDG,RYR,169,9,6,20,0
CMN,LHR,RAM,170,9,2,12,1
STN,AGA,RYR,230,7,5,16,0
LHR,RAK,RAM,204,11,0,17,0
RAK,ORY,RAM,180,11,4,18,0
RAK,LHR,RAM,200,11,4,11,1
RAK,CDG,RAM,171,4,4,19,1
RAK,CDG,RYR,173,4,1,7,0
CMN,MAD,RAM,123,3,5,20,1
MAD,CMN,RAM,116,10,1,10,1
CDG,RBA,RAM,158,2,6,18,0
CMN,AGA,RAM,53,3,0,21,0
CMN,CAI,RAM,199,12,5,10,0
CMN,JFK,RAM,455,3,3,18,1
RAK,FCO,RYR,178,3,2,22,0
RAK,CDG,RAM,165,11,2,4,0
CMN,CDG,RAM,166,5,3,18,0
CMN,MAD,RAM,112,11,1,19,1
AGA,LHR,RAM,184,6,6,14,0
AGA,CDG,RAM,194,6,4,15,1
CMN,CDG,RAM,170,3,5,3,0
CMN,FCO,RAM,188,12,1,17,1
CMN,BRU,RAM,194,10,1,6,0
AGA,CDG,RAM,183,4,3,23,0
CMN,CDG,RAM,164,9,5,15,0
LHR,CMN,RAM,187,2,6,8,1
FEZ,ORY,RAM,162,7,3,14,0
MAD,CMN,RAM,121,4,6,12,0
RAK,FCO,RYR,202,11,6,10,0
CMN,FRA,RAM,179,7,0,9,1
LHR,CMN,RAM,183,12,5,6,1
CMN,FRA,RAM,175,8,3,8,0
AGA,ORY,RAM,176,7,4,5,1
RBA,CDG,RAM,165,9,4,6,0
TNG,CDG,RAM,163,10,6,14,0
RAK,CDG,RAM,161,1,1,15,0
AGA,CDG,RAM,183,7,5,16,0
BCN,CMN,RAM,129,10,2,12,0
JFK,CMN,RAM,445,6,5,5,0
CMN,RAK,RAM,47,1,6,13,0
CMN,CDG,RAM,171,1,1,8,0
CMN,LHR,RAM,186,10,2,17,1
BCN,CMN,RAM,127,4,4,12,1
CMN,CDG,RAM,171,3,0,18,0
MAD,CMN,RAM,120,5,4,9,0
RAK,STN,RYR,200,2,4,11,0
CDG,RAK,RAM,194,1,6,17,1
CMN,RAK,RAM,44,11,3,7,0
FEZ,MAD,IBE,134,5,2,5,0
CMN,DKR,RAM,185,8,4,17,1
CMN,MRS,RAM,153,11,5,14,1
CMN,NBO,RAM,433,12,4,4,1
RAK,STN,RYR,210,9,6,12,0
CMN,LYS,RAM,149,12,1,8,1
RAK,BCN,VLG,135,6,6,7,0
RAK,CDG,RAM,172,10,4,11,1
ORY,RAK,RAM,190,12,2,15,1
RAK,LHR,RAM,180,1,0,22,1
JFK,CMN,RAM,397,5,0,9,1
CMN,AGA,RAM,51,9,5,12,0
STN,AGA,RYR,225,5,6,6,0
CMN,MAD,RAM,122,1,5,19,1
CDG,RBA,RAM,173,10,5,16,0
RAK,MAD,RAM,133,3,1,7,0
CMN,RAK,RAM,41,5,2,18,1
FEZ,ORY,RAM,167,12,5,8,1
CDG,RAK,RAM,195,4,4,8,0
CMN,CDG,RAM,159,11,0,9,0
CMN,LYS,RAM,161,6,2,16,1
ORY,RAK,RAM,165,12,6,6,0
RAK,BCN,VLG,145,11,5,19,0
CMN,MRS,RAM,159,6,1,14,0
CMN,MAD,RAM,112,12,2,17,0
TNG,CDG,RAM,162,8,6,10,0
CMN,OUD,RAM,63,7,3,19,1
RAK,ORY,RAM,172,7,1,18,1
MAD,CMN,RAM,121,2,4,18,1
CMN,JFK,RAM,455,10,3,16,0
CMN,CDG,RAM,163,5,6,15,0
RAK,CMN,RAM,47,5,4,19,1
LHR,CMN,RAM,202,9,3,19,1
RAK,STN,RYR,215,6,3,15,0
CMN,JFK,RAM,462,7,4,8,0
ORY,RAK,RAM,173,6,4,6,0
RAK,FCO,RYR,198,7,5,3,1
TNG,CDG,RAM,155,4,4,20,1
BCN,CMN,RAM,142,11,6,10,0
CMN,CDG,RAM,162,8,0,18,1
CMN,MAD,RAM,111,4,4,7,1
RAK,CMN,RAM,47,2,5,8,1
RBA,MAD,RAM,106,7,0,8,0
STN,RAK,RYR,202,7,0,8,1
STN,RAK,RYR,206,12,0,16,0
AGA,CDG,RAM,189,4,6,7,0
MAD,CMN,RAM,133,11,6,7,0
RAK,CMN,RAM,45,10,0,7,0
CDG,RAK,RAM,178,7,5,6,0
CMN,NBO,RAM,388,11,4,8,0
RAK,ORY,RAM,163,11,1,18,0
CDG,CMN,RAM,182,9,4,20,1
MAD,CMN,RAM,122,2,0,17,0
AGA,ORY,RAM,174,3,0,17,0
CMN,LHR,RAM,184,8,2,9,1
STN,RAK,RYR,199,4,6,15,1
CMN,GVA,RAM,186,7,4,6,1
CMN,LOS,RAM,306,8,0,9,1
JFK,CMN,RAM,427,8,0,19,1
CMN,TUN,RAM,101,8,0,5,1
AGA,ORY,RAM,194,6,2,6,1
JFK,CMN,RAM,394,4,1,10,0
RAK,CDG,RYR,187,7,1,14,0
RAK,MAD,RAM,134,7,1,15,0
AGA,CDG,RAM,193,5,5,15,1
CMN,AGA,RAM,57,1,3,23,1
AGA,ORY,RAM,180,4,5,17,0
CMN,AMS,RAM,191,7,2,19,1
CMN,CDG,RAM,152,7,3,6,0
CMN,LYS,RAM,153,3,4,6,0
RAK,STN,RYR,200,8,0,20,1
CDG,CMN,RAM,163,6,2,16,0
RAK,BCN,RAM,147,8,6,13,1
STN,RAK,RYR,208,11,6,6,0
CMN,IAD,RAM,421,5,6,17,0
STN,AGA,RYR,213,5,0,5,0
LHR,CMN,RAM,190,9,4,7,0
CMN,LHR,RAM,176,12,2,18,1
AGA,ORY,RAM,179,7,6,15,1
RAK,BCN,RAM,136,3,4,15,0
CDG,AGA,RAM,199,12,1,17,0
RAK,LHR,RAM,208,7,0,19,1
CMN,GVA,RAM,184,7,5,1,1
FEZ,MAD,IBE,128,7,6,15,0
FEZ,ORY,RAM,164,4,2,20,0
CDG,AGA,RAM,188,10,3,17,0
CMN,JFK,RAM,454,8,5,15,0
RAK,STN,RYR,185,12,4,15,1
CMN,ALG,RAM,110,4,4,5,0
CMN,LHR,RAM,171,8,2,15,0
RAK,CMN,RAM,45,7,0,19,1
CMN,MAD,RAM,118,11,3,6,0
CMN,AGA,RAM,55,1,4,21,0
RAK,LHR,RAM,192,10,5,13,1
MAD,CMN,RAM,130,8,0,0,0
ORY,RAK,RAM,192,8,1,9,0
RBA,MAD,RAM,114,11,1,6,0
AGA,ORY,RAM,167,8,4,14,0
FEZ,BCN,VLG,131,9,3,18,0
AGA,CDG,RAM,192,8,5,8,1
CDG,AGA,RAM,209,2,6,16,1
TNG,BCN,RYR,131,2,4,19,0
CMN,GVA,RAM,184,5,6,18,0
RAK,MAD,RAM,125,9,5,15,1
CMN,FCO,RAM,169,1,4,18,0
CMN,OUD,RAM,67,10,4,18,0
CMN,AGA,RAM,52,4,4,10,0
CDG,CMN,RAM,180,7,1,12,1
AGA,LHR,RAM,193,4,4,10,0
CMN,FEZ,RAM,53,3,5,19,1
MAD,CMN,RAM,129,5,4,15,0
RAK,CDG,RYR,163,12,3,16,1
RAK,CMN,RAM,43,4,6,19,0
CDG,CMN,RAM,161,1,0,22,1
CDG,AGA,RAM,191,11,0,11,0
JFK,CMN,RAM,441,6,6,21,1
CMN,FEZ,RAM,53,8,0,8,0
AGA,CMN,RAM,56,11,4,0,0
CMN,AGA,RAM,51,9,6,7,0
RAK,MAD,RAM,126,10,5,19,1
CDG,RBA,RAM,163,7,3,22,1
TNG,MAD,RAM,101,9,0,15,0
CMN,IAD,RAM,453,12,1,13,0
TNG,CDG,RAM,153,11,5,23,1
CDG,CMN,RAM,166,8,5,20,1
STN,RAK,RYR,223,2,4,16,0
CMN,BRU,RAM,170,12,4,16,1
LHR,CMN,RAM,189,4,2,8,0
CMN,LHR,RAM,198,6,4,14,1
CDG,AGA,RAM,202,3,6,22,1
CMN,DKR,RAM,179,3,5,5,0
AGA,ORY,RAM,167,10,6,20,0
CMN,LHR,RAM,196,3,5,6,1
CMN,YUL,RAM,478,3,5,12,0
ORY,RAK,RAM,181,3,1,7,1
CDG,FEZ,RAM,174,6,0,9,0
CMN,IAD,RAM,407,9,2,20,0
RAK,BCN,VLG,139,8,3,13,1
CMN,RAK,RAM,41,9,4,7,0
STN,RAK,RYR,201,9,3,8,0
CMN,BRU,RAM,179,1,2,11,0
CMN,CDG,RAM,154,9,6,9,0
RBA,MAD,RAM,109,9,4,7,0
CMN,CDG,RAM,152,2,0,22,0
RBA,MAD,RAM,115,6,0,11,1
RAK,ORY,RAM,157,2,5,10,0
CMN,AGA,RAM,57,4,3,20,0
FEZ,ORY,RAM,176,7,6,18,0
CMN,NDR,RAM,74,1,5,10,0
CMN,ABJ,RAM,247,2,5,10,0
STN,AGA,RYR,237,2,1,19,0
RAK,CDG,RAM,186,3,2,8,0
RAK,MAD,RAM,128,1,5,13,0
RAK,BCN,VLG,142,8,6,4,1
RBA,MAD,RAM,108,3,5,6,1
CMN,OUD,RAM,63,11,2,18,0
STN,AGA,RYR,239,11,4,8,0
CDG,RAK,RAM,171,9,0,7,0
CDG,RAK,RAM,187,2,6,22,0
AGA,ORY,RAM,174,11,2,17,0
CMN,FRA,RAM,186,6,0,20,0
LHR,CMN,RAM,183,3,5,6,0
CMN,TUN,RAM,108,10,5,12,0
JFK,CMN,RAM,427,5,3,17,1
JFK,CMN,RAM,401,7,3,19,1
CMN,BRU,RAM,171,9,5,15,0
CDG,CMN,RAM,177,2,0,22,1
CMN,CDG,RAM,174,3,6,13,0
CMN,OUD,RAM,63,12,6,5,0
CDG,RAK,RAM,182,9,3,21,1
CMN,LOS,RAM,353,4,5,17,0
CDG,AGA,RAM,194,8,4,21,1
CMN,AMS,RAM,200,3,5,10,1
CMN,AGA,RAM,56,11,6,22,0
FEZ,CDG,RAM,180,6,3,7,0
CMN,LHR,RAM,175,10,3,18,0
CDG,RAK,RAM,174,12,5,6,1
CMN,RAK,RAM,48,12,0,6,0
CMN,AGA,RAM,55,3,2,0,0
LHR,RAK,RAM,203,12,1,23,1
STN,RAK,RYR,213,5,6,21,0
MAD,CMN,RAM,118,5,4,12,1
CMN,OUD,RAM,64,2,0,14,0
CMN,BRU,RAM,175,8,3,21,1
CMN,AGA,RAM,58,8,5,20,0
RAK,FCO,RYR,198,10,0,21,0
STN,RAK,RYR,211,12,2,19,1
RAK,BCN,RAM,147,6,6,9,1
CMN,BRU,RAM,186,6,0,23,1
MAD,CMN,RAM,128,8,6,19,1
CMN,FCO,RAM,186,8,2,14,0
MAD,CMN,RAM,128,6,0,20,1
STN,AGA,RYR,220,12,1,5,0
CMN,ABJ,RAM,245,1,4,8,0
CDG,CMN,RAM,188,9,1,11,0
AGA,CMN,RAM,58,4,5,17,0
CMN,RAK,RAM,45,7,3,17,1
FEZ,CMN,RAM,53,11,6,0,0
CMN,NDR,RAM,67,5,0,22,0
MAD,CMN,RAM,119,11,3,4,0
RAK,CDG,RAM,173,7,4,11,1
AGA,STN,RYR,222,9,6,7,0
CDG,AGA,RAM,186,9,4,8,0
CMN,MAD,RAM,127,4,5,2,0
FEZ,MAD,IBE,120,11,4,22,0
CMN,FCO,RAM,175,3,2,19,0
CMN,FCO,RAM,162,8,3,9,1
ORY,RAK,RAM,175,12,6,9,0
RAK,STN,RYR,214,1,0,16,1
RAK,STN,RYR,195,7,6,8,0
CMN,LHR,RAM,179,4,4,18,0
RBA,MAD,RAM,105,4,3,22,1
CMN,LYS,RAM,149,4,6,22,1
LHR,CMN,RAM,205,11,4,20,1
CMN,RAK,RAM,43,6,5,7,0
AGA,CMN,RAM,54,4,0,21,1
CDG,RBA,RAM,167,12,5,19,0
FEZ,BCN,VLG,133,5,6,18,0
RAK,FCO,RYR,193,9,0,13,1
ORY,RAK,RAM,166,7,1,18,0
CMN,LHR,RAM,171,9,3,0,1
RAK,CDG,RAM,182,3,4,10,0
CMN,CAI,RAM,197,9,6,22,1
CMN,MRS,RAM,150,11,6,13,0
AGA,ORY,RAM,168,2,5,16,0
RAK,BCN,RAM,147,5,5,11,0
CMN,LHR,RAM,188,12,5,0,0
CMN,AMS,RAM,194,4,1,10,1
CDG,AGA,RAM,183,1,3,21,0
CMN,LHR,RAM,177,1,5,9,1
TNG,BCN,RYR,121,5,6,8,0
RAK,BCN,RAM,137,7,6,11,0
RAK,MAD,RAM,120,4,0,18,0
RAK,STN,RYR,215,5,6,20,0
FEZ,BRU,RAM,179,10,6,19,1
CMN,ABJ,RAM,281,10,0,22,0
CDG,AGA,RAM,193,5,0,9,0
RAK,CDG,RYR,175,5,2,0,0
CMN,LYS,RAM,150,12,0,22,1
CMN,RAK,RAM,42,12,4,8,1
FEZ,ORY,RAM,166,12,3,22,1
AGA,CDG,RAM,176,12,1,13,1
TNG,BCN,RYR,137,8,5,5,1
CDG,RBA,RAM,162,5,1,16,0
AGA,LHR,RAM,196,12,5,22,1
TNG,MAD,RAM,98,9,6,16,0
CDG,AGA,RAM,184,9,4,22,0
CDG,AGA,RAM,202,10,5,0,0
RAK,BCN,VLG,135,8,0,15,0
AGA,STN,RYR,214,8,2,8,1
CMN,MAD,RAM,112,6,5,1,0
CMN,RAK,RAM,46,3,5,18,0
RBA,MAD,RAM,112,6,0,20,1
CMN,CDG,RAM,176,7,6,16,1
FEZ,BRU,RAM,192,11,6,6,1
LHR,CMN,RAM,180,6,0,9,0
CMN,DKR,RAM,196,11,5,1,1
AGA,STN,RYR,200,5,1,8,0
CMN,MAD,RAM,129,12,0,19,0
FEZ,MAD,IBE,133,1,5,23,1
TNG,CDG,RAM,162,7,0,8,0
RAK,BCN,RAM,134,5,3,7,0
CMN,CDG,RAM,166,5,3,20,0
JFK,CMN,RAM,451,2,5,19,0
RAK,BCN,VLG,136,9,5,18,1
CMN,TNG,RAM,51,6,1,10,0
RAK,BCN,VLG,148,12,1,17,0
CMN,MRS,RAM,143,9,6,20,1
RAK,BCN,VLG,130,6,0,16,0
ORY,RAK,RAM,182,8,4,20,0
FEZ,CDG,RAM,181,2,4,5,1
LHR,CMN,RAM,190,8,5,16,0
STN,AGA,RYR,237,8,1,8,0
ORY,RAK,RAM,186,2,6,19,0
AGA,CMN,RAM,53,9,0,17,1
CMN,DKR,RAM,207,7,2,16,1
RAK,BCN,VLG,150,7,2,3,1
FEZ,CMN,RAM,53,9,1,17,0
LHR,CMN,RAM,199,6,1,18,1
CMN,AGA,RAM,54,4,1,19,0
CDG,AGA,RAM,188,5,5,22,1
CMN,LHR,RAM,197,9,6,7,1
JFK,CMN,RAM,445,2,5,21,1
AGA,LHR,RAM,202,11,2,14,0
CMN,LHR,RAM,199,8,2,5,1
RAK,STN,RYR,191,9,5,4,0
CMN,ABJ,RAM,275,5,2,17,0
RAK,BCN,VLG,139,4,5,21,1
CDG,CMN,RAM,170,10,0,22,0
RBA,MAD,RAM,104,2,3,1,0
AGA,CMN,RAM,58,3,3,9,0
AGA,CMN,RAM,50,5,2,17,1
AGA,STN,RYR,218,5,5,10,0
LHR,CMN,RAM,184,4,5,16,1
AGA,STN,RYR,206,12,6,21,1
CMN,CDG,RAM,158,1,4,10,0
CMN,CDG,RAM,156,10,5,7,0
CMN,IAD,RAM,471,6,1,19,1
RAK,MAD,RAM,131,10,5,14,0
STN,AGA,RYR,220,10,3,15,1
CDG,AGA,RAM,199,3,6,18,0
RAK,LHR,RAM,186,8,6,5,1
CMN,JFK,RAM,430,6,2,10,1
CMN,NDR,RAM,74,10,0,23,0
CDG,RAK,RAM,190,11,4,7,0
RAK,LHR,RAM,186,3,2,11,0
MAD,CMN,RAM,132,7,5,19,0
CDG,FEZ,RAM,194,8,0,7,1
CDG,AGA,RAM,193,7,5,7,0
CMN,FCO,RAM,174,4,4,9,1
CMN,LHR,RAM,180,5,2,9,1
CDG,AGA,RAM,190,11,4,15,1
RAK,FCO,RYR,195,1,6,6,0
CMN,JFK,RAM,449,4,6,19,1
CMN,AGA,RAM,52,4,6,15,0
CMN,MAD,RAM,119,6,1,19,1
CDG,RAK,RAM,187,9,3,23,0
CMN,AGA,RAM,54,7,0,11,1
CDG,RAK,RAM,197,7,1,14,0
RAK,FCO,RYR,186,9,1,21,0
RAK,CDG,RAM,161,10,6,8,0
CMN,JFK,RAM,400,3,0,21,0
CMN,OUD,RAM,67,2,2,20,0
RAK,CDG,RAM,161,5,0,12,0
CMN,RAK,RAM,46,10,2,6,0
CMN,BRU,RAM,192,7,5,16,1
CMN,AMS,RAM,180,3,6,19,1
CMN,CDG,RAM,171,3,3,13,1
RAK,FCO,RYR,191,11,2,5,0
CMN,CAI,RAM,215,6,4,20,0
CDG,RBA,RAM,173,4,0,9,1
LHR,RAK,RAM,197,9,2,5,0
AGA,CMN,RAM,55,11,5,7,0
MAD,CMN,RAM,119,6,0,6,0
CDG,RBA,RAM,178,10,2,16,1
STN,AGA,RYR,220,6,1,21,0
STN,AGA,RYR,228,9,2,11,1
TNG,MAD,RAM,102,8,0,16,0
STN,AGA,RYR,236,11,3,9,1
RAK,BCN,VLG,134,5,3,22,1
CMN,MAD,RAM,115,10,0,23,0
CMN,CDG,RAM,170,9,5,20,0
CMN,FEZ,RAM,51,10,5,6,0
RAK,BCN,VLG,149,8,2,18,1
FEZ,ORY,RAM,155,7,1,7,0
RAK,MAD,RAM,121,1,6,9,0
LHR,CMN,RAM,199,10,0,10,0
LHR,CMN,RAM,181,11,4,14,0
CDG,AGA,RAM,196,6,5,22,1
CDG,RAK,RAM,197,4,6,17,0
CMN,BCN,RAM,125,8,4,2,1
RAK,MAD,RAM,127,3,4,15,0
CDG,CMN,RAM,167,1,6,18,1
RAK,STN,RYR,206,5,3,8,0
CMN,LYS,RAM,147,9,3,21,0
FEZ,ORY,RAM,156,10,6,2,0
CMN,YUL,RAM,483,3,5,7,0
LHR,RAK,RAM,204,12,5,17,0
CMN,CDG,RAM,161,7,1,17,0
CMN,LHR,RAM,175,12,3,20,1
RAK,CDG,RAM,171,3,3,11,0
RAK,MAD,RAM,127,7,6,14,1
